S&P 500 Index,"2,670.29",2018-04-23 18:07:07.757459
S&P 500 Index,"2,670.29",2018-04-23 18:09:07.472413
S&P 500 Index,"2,670.29",2018-04-23 20:36:44.222358
S&P 500 Index,"2,667.02",2018-04-24 11:38:33.978094
S&P 500 Index,"2,667.02",2018-04-24 11:39:08.806154
NASDAQ Composite Index,"7,105.08",2018-04-24 11:45:15.986375
S&P 500 Index,"2,670.87",2018-04-24 11:48:19.850892
NASDAQ Composite Index,"7,107.03",2018-04-24 11:48:19.850892
